DATE,PRCP,TMAX,TMIN,TOBS
3/30/2020,16.5,11.1,5.6,6.1
3/31/2020,10.2,10,2.8,3.3
4/12/2020,0,15.6,1.7,2.2
4/13/2020,0,17.2,-0.6,1.7
4/14/2020,0,17.8,1.7,8.9
4/15/2020,2.5,12.8,6.1,10
4/16/2020,0,18.9,5,5.6
4/17/2020,0,21.7,3.9,4.4
4/18/2020,0.5,15,3.3,8.9
4/19/2020,0,13.3,7.8,8.9
4/20/2020,0.5,13.9,5,5.6
4/21/2020,0.3,14.4,5.6,8.9
4/22/2020,2.5,12.8,8.3,8.3
4/23/2020,13.2,11.7,8.3,10
4/24/2020,0,12.8,8.3,8.9
4/25/2020,13,13.3,8.9,11.1
4/26/2020,3,14.4,6.1,7.8
4/27/2020,11.9,17.8,7.8,11.1
4/28/2020,0.3,14.4,7.2,7.8
4/29/2020,0,15.6,7.8,12.2
5/1/2020,,,,6.1
5/2/2020,3.6,16.1,6.1,10.6
5/3/2020,15.5,13.3,6.7,7.8
5/4/2020,0,13.9,4.4,5.6
5/5/2020,1.5,17.2,5.6,8.3
5/6/2020,8.9,20,8.3,11.1
5/7/2020,0,13.9,5,6.7
5/8/2020,0,22.2,6.7,14.4
5/9/2020,0,27.8,13.9,17.2
5/10/2020,0,30.6,11.7,14.4
5/11/2020,0,28.9,12.8,13.3
5/12/2020,0.5,15.6,10.6,11.7
